1;141.85;0;0;0;0;0;0; 15:23:24.667
2;143.18;0;0;0;0;0;0; 15:23:24.667
3;146.8;0;0;0;0;0;0; 15:23:24.681
4;144.61;0;0;0;0;0;0; 15:23:24.681
5;142.3;0;0;0;0;0;0; 15:23:24.682
6;144.22;0;0;0;0;0;0; 15:23:24.682
7;151.46;0;0;0;0;0;0; 15:23:24.697
8;138.89;0;0;0;0;0;0; 15:23:24.697
9;140.68;0;0;0;0;0;0; 15:23:24.697
10;140.57;0;0;0;0;0;0; 15:23:24.697
11;141.2;0;0;0;0;0;0; 15:23:24.718
12;142.06;0;0;0;0;0;0; 15:23:24.718
13;141.96;0;0;0;0;0;0; 15:23:24.726
14;141.88;0;0;0;0;0;0; 15:23:24.726
15;145.6;0;0;0;0;0;0; 15:23:24.727
16;147.81;0;0;0;0;0;0; 15:23:24.727
17;146.91;0;0;0;0;0;0; 15:23:24.742
18;147.75;0;0;0;0;0;0; 15:23:24.742
19;142.51;0;0;0;0;0;0; 15:23:24.762
20;146.62;0;0;0;0;0;0; 15:23:24.763
21;145.35;0;0;0;0;0;0; 15:23:24.763
22;147.08;0;0;0;0;0;0; 15:23:24.763
23;145.2;0;0;0;0;0;0; 15:23:24.997
24;145.94;0;0;0;0;0;0; 15:23:24.997
25;146.78;0;0;0;0;0;0; 15:23:24.997
26;148.22;0;0;0;0;0;0; 15:23:24.997
27;147.85;0;0;0;0;0;0; 15:23:24.997
28;144.42;0;0;0;0;0;0; 15:23:24.997
29;137.52;0;0;0;0;0;0; 15:23:24.997
30;145.1;0;0;0;0;0;0; 15:23:24.997
31;147.09;0;0;0;0;0;0; 15:23:24.997
32;143.59;0;0;0;0;0;0; 15:23:24.997
33;141.77;0;0;0;0;0;0; 15:23:24.997
34;145.84;0;0;0;0;0;0; 15:23:24.997
35;137.95;0;0;0;0;0;0; 15:23:24.997
36;142.52;0;0;0;0;0;0; 15:23:24.997
37;140.11;0;0;0;0;0;0; 15:23:24.998
38;143.49;0;0;0;0;0;0; 15:23:24.998
39;148.3;0;0;0;0;0;0; 15:23:24.998
40;144.98;0;0;0;0;0;0; 15:23:24.998
41;141.29;0;0;0;0;0;0; 15:23:24.998
42;148.85;0;0;0;0;0;0; 15:23:24.998
43;148.46;0;0;0;0;0;0; 15:23:24.998
44;142.75;0;0;0;0;0;0; 15:23:24.998
45;146.62;0;0;0;0;0;0; 15:23:24.998
46;146.89;0;0;0;0;0;0; 15:23:24.998
47;148.7;0;0;0;0;0;0; 15:23:24.998
48;140.84;0;0;0;0;0;0; 15:23:24.998
49;149.13;0;0;0;0;0;0; 15:23:24.998
50;148.34;0;0;0;0;0;0; 15:23:24.998
51;142.8;0;0;0;0;0;0; 15:23:24.999
52;137.33;0;0;0;0;0;0; 15:23:24.999
53;144.52;0;0;0;0;0;0; 15:23:24.999
54;149.56;0;0;0;0;0;0; 15:23:24.999
55;146.91;0;0;0;0;0;0; 15:23:24.999
56;149.64;0;0;0;0;0;0; 15:23:24.999
57;147.08;0;0;0;0;0;0; 15:23:24.999
58;145.98;0;0;0;0;0;0; 15:23:24.999
59;147.04;0;0;0;0;0;0; 15:23:24.999
60;148.25;0;0;0;0;0;0; 15:23:24.999
61;144.89;0;0;0;0;0;0; 15:23:24.999
62;140.56;0;0;0;0;0;0; 15:23:24.999
63;145.68;0;0;0;0;0;0; 15:23:25.000
64;140.47;0;0;0;0;0;0; 15:23:25.000
65;145.26;0;0;0;0;0;0; 15:23:25.000
66;146.69;0;0;0;0;0;0; 15:23:25.000
67;142.83;0;0;0;0;0;0; 15:23:25.000
68;140.36;0;0;0;0;0;0; 15:23:25.000
69;141.07;0;0;0;0;0;0; 15:23:25.000
70;144.76;0;0;0;0;0;0; 15:23:25.000
71;138.21;0;0;0;0;0;0; 15:23:25.012
72;137.24;0;0;0;0;0;0; 15:23:25.012
73;138.39;0;0;0;0;0;0; 15:23:25.027
74;141.84;0;0;0;0;0;0; 15:23:25.027
75;142.01;0;0;0;0;0;0; 15:23:25.027
76;137.97;0;0;0;0;0;0; 15:23:25.027
77;135.23;0;0;0;0;0;0; 15:23:25.041
78;142.26;0;0;0;0;0;0; 15:23:25.042
79;135.78;0;0;0;0;0;0; 15:23:25.056
80;133.54;0;0;0;0;0;0; 15:23:25.057
81;142.19;0;0;0;0;0;0; 15:23:25.057
82;153.65;0;0;0;0;0;0; 15:23:25.057
83;145.78;0;0;0;0;0;0; 15:23:25.072
84;143.52;0;0;0;0;0;0; 15:23:25.072
85;141.37;0;0;0;0;0;0; 15:23:25.086
86;139.85;0;0;0;0;0;0; 15:23:25.087
87;143.14;0;0;0;0;0;0; 15:23:25.087
88;136.07;0;0;0;0;0;0; 15:23:25.090
89;139.56;0;0;0;0;0;0; 15:23:25.101
90;138.31;0;0;0;0;0;0; 15:23:25.102
91;139.46;0;0;0;0;0;0; 15:23:25.116
92;142.39;0;0;0;0;0;0; 15:23:25.117
93;136.8;0;0;0;0;0;0; 15:23:25.118
94;138.4;0;0;0;0;0;0; 15:23:25.118
95;145.05;0;0;0;0;0;0; 15:23:25.131
96;143.27;0;0;0;0;0;0; 15:23:25.132
97;141.16;0;0;0;0;0;0; 15:23:25.146
98;142.1;0;0;0;0;0;0; 15:23:25.147
99;145.44;0;0;0;0;0;0; 15:23:25.147
100;140.79;0;0;0;0;0;0; 15:23:25.147
101;141.97;0;0;0;0;0;0; 15:23:25.168
102;143.41;0;0;0;0;0;0; 15:23:25.168
103;138.79;0;0;0;0;0;0; 15:23:25.176
104;143.4;0;0;0;0;0;0; 15:23:25.176
105;143.44;0;0;0;0;0;0; 15:23:25.177
106;146.5;0;0;0;0;0;0; 15:23:25.177
107;138.89;0;0;0;0;0;0; 15:23:25.193
108;139.13;0;0;0;0;0;0; 15:23:25.194
109;137.71;0;0;0;0;0;0; 15:23:25.206
110;146.22;0;0;0;0;0;0; 15:23:25.207
111;145.97;0;0;0;0;0;0; 15:23:25.207
112;140.26;0;0;0;0;0;0; 15:23:25.207
113;136.74;0;0;0;0;0;0; 15:23:25.222
114;143.68;0;0;0;0;0;0; 15:23:25.222
115;144.63;0;0;0;0;0;0; 15:23:25.236
116;139.55;0;0;0;0;0;0; 15:23:25.236
117;140.02;0;0;0;0;0;0; 15:23:25.237
118;141.49;0;0;0;0;0;0; 15:23:25.237
119;140.64;0;0;0;0;0;0; 15:23:25.252
120;136.2;0;0;0;0;0;0; 15:23:25.252
121;146.73;0;0;0;0;0;0; 15:23:25.266
122;145.77;0;0;0;0;0;0; 15:23:25.266
123;140.15;0;0;0;0;0;0; 15:23:25.267
124;144.49;0;0;0;0;0;0; 15:23:25.267
125;136.31;0;0;0;0;0;0; 15:23:25.281
126;139.94;0;0;0;0;0;0; 15:23:25.281
127;139.25;0;0;0;0;0;0; 15:23:25.296
128;141.37;0;0;0;0;0;0; 15:23:25.296
129;136.9;0;0;0;0;0;0; 15:23:25.297
130;146.15;0;0;0;0;0;0; 15:23:25.297
131;149.71;0;0;0;0;0;0; 15:23:25.311
132;147.49;0;0;0;0;0;0; 15:23:25.311
133;149.86;0;0;0;0;0;0; 15:23:25.326
134;144.87;0;0;0;0;0;0; 15:23:25.326
135;151.14;0;0;0;0;0;0; 15:23:25.327
136;150.45;0;0;0;0;0;0; 15:23:25.327
137;142.09;0;0;0;0;0;0; 15:23:25.341
138;145.11;0;0;0;0;0;0; 15:23:25.341
139;147.75;0;0;0;0;0;0; 15:23:25.356
140;146.53;0;0;0;0;0;0; 15:23:25.357
141;146.33;0;0;0;0;0;0; 15:23:25.357
142;135.71;0;0;0;0;0;0; 15:23:25.358
143;137.7;0;0;0;0;0;0; 15:23:25.372
144;146.17;0;0;0;0;0;0; 15:23:25.372
145;145.51;0;0;0;0;0;0; 15:23:25.441
146;142.16;0;0;0;0;0;0; 15:23:25.442
147;139.4;0;0;0;0;0;0; 15:23:25.442
148;140.94;0;0;0;0;0;0; 15:23:25.442
149;133.23;0;0;0;0;0;0; 15:23:25.442
150;136.05;0;0;0;0;0;0; 15:23:25.442
151;141.33;0;0;0;0;0;0; 15:23:25.442
152;135.88;0;0;0;0;0;0; 15:23:25.443
153;139.24;0;0;0;0;0;0; 15:23:25.443
154;141.22;0;0;0;0;0;0; 15:23:25.443
155;141.05;0;0;0;0;0;0; 15:23:25.443
156;143.9;0;0;0;0;0;0; 15:23:25.443
157;140.89;0;0;0;0;0;0; 15:23:25.446
158;136.85;0;0;0;0;0;0; 15:23:25.446
159;148.3;0;0;0;0;0;0; 15:23:25.448
160;144.4;0;0;0;0;0;0; 15:23:25.448
161;136.23;0;0;0;0;0;0; 15:23:25.461
162;143.04;0;0;0;0;0;0; 15:23:25.462
163;137.07;0;0;0;0;0;0; 15:23:25.476
164;140.58;0;0;0;0;0;0; 15:23:25.476
165;142.92;0;0;0;0;0;0; 15:23:25.477
166;144.71;0;0;0;0;0;0; 15:23:25.477
167;146.82;0;0;0;0;0;0; 15:23:25.493
168;149.88;0;0;0;0;0;0; 15:23:25.494
169;142.23;0;0;0;0;0;0; 15:23:25.507
170;142.05;0;0;0;0;0;0; 15:23:25.507
171;137.78;0;0;0;0;0;0; 15:23:25.507
172;146.35;0;0;0;0;0;0; 15:23:25.507
173;141.81;0;0;0;0;0;0; 15:23:25.732
174;147.83;0;0;0;0;0;0; 15:23:25.732
175;137.92;0;0;0;0;0;0; 15:23:25.732
176;141.01;0;0;0;0;0;0; 15:23:25.732
177;145.91;0;0;0;0;0;0; 15:23:25.733
178;141.63;0;0;0;0;0;0; 15:23:25.733
179;137.47;0;0;0;0;0;0; 15:23:25.733
180;137.01;0;0;0;0;0;0; 15:23:25.733
181;137.95;0;0;0;0;0;0; 15:23:25.733
182;142.82;0;0;0;0;0;0; 15:23:25.733
183;144.18;0;0;0;0;0;0; 15:23:25.733
184;145.28;0;0;0;0;0;0; 15:23:25.733
185;148.01;0;0;0;0;0;0; 15:23:25.733
186;148.36;0;0;0;0;0;0; 15:23:25.733
187;144.15;0;0;0;0;0;0; 15:23:25.733
188;142.61;0;0;0;0;0;0; 15:23:25.733
189;137.85;0;0;0;0;0;0; 15:23:25.734
190;147.87;0;0;0;0;0;0; 15:23:25.734
191;159.18;0;0;0;0;0;0; 15:23:25.734
192;154.67;0;0;0;0;0;0; 15:23:25.734
193;147.86;0;0;0;0;0;0; 15:23:25.734
194;152.24;0;0;0;0;0;0; 15:23:25.734
195;145.12;0;0;0;0;0;0; 15:23:25.734
196;149;0;0;0;0;0;0; 15:23:25.734
197;143.91;0;0;0;0;0;0; 15:23:25.734
198;150.6;0;0;0;0;0;0; 15:23:25.734
199;148.78;0;0;0;0;0;0; 15:23:25.734
200;140.36;0;0;0;0;0;0; 15:23:25.734
0;138.83;0;0;0;0;0;0; 15:23:25.734
1;140.05;0;0;0;0;0;0; 15:23:25.735
2;144.64;0;0;0;0;0;0; 15:23:25.735
3;143.79;0;0;0;0;0;0; 15:23:25.735
4;138.13;0;0;0;0;0;0; 15:23:25.735
5;135.91;0;0;0;0;0;0; 15:23:25.735
6;138.27;0;0;0;0;0;0; 15:23:25.735
7;135.07;0;0;0;0;0;0; 15:23:25.735
8;134.88;0;0;0;0;0;0; 15:23:25.735
9;138.75;0;0;0;0;0;0; 15:23:25.735
10;139.49;0;0;0;0;0;0; 15:23:25.735
11;138.27;0;0;0;0;0;0; 15:23:25.735
12;145.66;0;0;0;0;0;0; 15:23:25.735
13;147.54;0;0;0;0;0;0; 15:23:25.735
14;146.86;0;0;0;0;0;0; 15:23:25.736
15;142.79;0;0;0;0;0;0; 15:23:25.736
16;139.06;0;0;0;0;0;0; 15:23:25.736
17;148.35;0;0;0;0;0;0; 15:23:25.747
18;145.81;0;0;0;0;0;0; 15:23:25.747
19;142.16;0;0;0;0;0;0; 15:23:25.761
20;145.15;0;0;0;0;0;0; 15:23:25.762
21;143.37;0;0;0;0;0;0; 15:23:25.762
22;146.67;0;0;0;0;0;0; 15:23:25.762
23;144.93;0;0;0;0;0;0; 15:23:25.777
24;145.23;0;0;0;0;0;0; 15:23:25.777
25;141.67;0;0;0;0;0;0; 15:23:25.791
26;142.56;0;0;0;0;0;0; 15:23:25.791
27;146.52;0;0;0;0;0;0; 15:23:25.792
28;140.9;0;0;0;0;0;0; 15:23:25.792
29;142;0;0;0;0;0;0; 15:23:25.807
30;142.07;0;0;0;0;0;0; 15:23:25.807
31;141.64;0;0;0;0;0;0; 15:23:25.822
32;138.74;0;0;0;0;0;0; 15:23:25.822
33;137.37;0;0;0;0;0;0; 15:23:25.822
34;138.53;0;0;0;0;0;0; 15:23:25.823
35;139.25;0;0;0;0;0;0; 15:23:25.836
36;143.25;0;0;0;0;0;0; 15:23:25.837
37;138.18;0;0;0;0;0;0; 15:23:25.852
38;139.93;0;0;0;0;0;0; 15:23:25.852
39;140.92;0;0;0;0;0;0; 15:23:25.852
40;138.49;0;0;0;0;0;0; 15:23:25.852
41;140.27;0;0;0;0;0;0; 15:23:25.866
42;143.85;0;0;0;0;0;0; 15:23:25.867
43;138.74;0;0;0;0;0;0; 15:23:25.881
44;138.72;0;0;0;0;0;0; 15:23:25.882
45;139.85;0;0;0;0;0;0; 15:23:25.882
46;138.85;0;0;0;0;0;0; 15:23:25.882
47;142.44;0;0;0;0;0;0; 15:23:25.896
48;136.76;0;0;0;0;0;0; 15:23:25.896
49;127.53;0;0;0;0;0;0; 15:23:25.912
50;141.51;0;0;0;0;0;0; 15:23:25.912
51;138.5;0;0;0;0;0;0; 15:23:25.913
52;138.54;0;0;0;0;0;0; 15:23:25.913
53;133.9;0;0;0;0;0;0; 15:23:25.926
54;139.06;0;0;0;0;0;0; 15:23:25.926
55;139.34;0;0;0;0;0;0; 15:23:25.941
56;145.81;0;0;0;0;0;0; 15:23:25.941
57;141.46;0;0;0;0;0;0; 15:23:25.942
58;146.11;0;0;0;0;0;0; 15:23:25.942
59;137.26;0;0;0;0;0;0; 15:23:25.959
60;139.09;0;0;0;0;0;0; 15:23:25.959
61;146.13;0;0;0;0;0;0; 15:23:25.972
62;141.87;0;0;0;0;0;0; 15:23:25.972
63;144.95;0;0;0;0;0;0; 15:23:25.972
64;147.83;0;0;0;0;0;0; 15:23:25.973
65;143.66;0;0;0;0;0;0; 15:23:25.987
66;144.18;0;0;0;0;0;0; 15:23:25.987
67;141.55;0;0;0;0;0;0; 15:23:26.001
68;147.34;0;0;0;0;0;0; 15:23:26.001
69;141.9;0;0;0;0;0;0; 15:23:26.002
70;147.38;0;0;0;0;0;0; 15:23:26.002
71;139.17;0;0;0;0;0;0; 15:23:26.017
72;146.27;0;0;0;0;0;0; 15:23:26.017
73;145.1;0;0;0;0;0;0; 15:23:26.032
74;144.92;0;0;0;0;0;0; 15:23:26.032
